Latitude,Longitude,Wind,Pressure,Storm_Type
35.1,-47.6,55,994,tropical storm
36.3,-47,60,990,tropical storm
37.7,-45.8,60,990,tropical storm
38.9,-43.8,60,990,tropical storm
40.3,-41.6,65,987,hurricane
41.6,-39.1,65,987,hurricane
42.8,-36,55,994,tropical storm
43.8,-33,50,997,tropical storm
44.5,-30,45,1000,extratropical
24,-95.4,30,1007,tropical depression
24.1,-94.2,35,1004,tropical storm
24.6,-93.7,40,1000,tropical storm
25.3,-93.2,35,1002,tropical storm
26.3,-92.8,35,1002,tropical storm
26.8,-92,40,997,tropical storm
27.3,-91.4,40,998,tropical storm
28.1,-91.2,40,999,tropical storm
29.2,-91,35,999,tropical storm
29.4,-90.9,30,1000,tropical depression
30.4,-90.9,25,1002,tropical depression
32,-91,25,1003,extratropical
33.6,-91.9,20,1005,extratropical
28,-40,30,1009,extratropical
27.3,-41,35,1006,extratropical
26.5,-41.9,35,1002,extratropical
26.8,-42.5,35,1000,extratropical
26.8,-43.2,35,1000,extratropical
26.7,-43.8,35,1000,extratropical
26.4,-44.3,35,1000,extratropical
26.2,-44.4,35,1000,extratropical
26.3,-44.1,35,1000,extratropical
27.4,-43.9,35,1000,extratropical
28.2,-44,35,1000,extratropical
28.7,-45.1,35,999,extratropical
28.8,-46.5,35,998,extratropical
29,-47.8,40,998,extratropical
29.6,-47.9,40,998,subtropical storm
30.2,-48.8,45,998,subtropical storm
30.7,-49.7,45,997,subtropical storm
30.9,-50.5,45,997,subtropical storm
31.3,-51,40,997,subtropical storm
31.7,-51,40,997,tropical storm
31.8,-50.9,40,997,tropical storm
31.9,-50.8,40,997,tropical storm
31.6,-50.4,40,997,tropical storm
31,-50.1,35,997,tropical storm
30.5,-49.9,35,997,tropical storm
29.9,-50.1,35,996,tropical storm
29.1,-50.4,30,995,tropical depression
28.5,-50.1,30,996,tropical depression
27.9,-50.1,30,997,tropical depression
27.2,-50.2,30,998,other low
26.5,-50.3,30,1000,other low
26.2,-50.6,25,1002,other low
25.8,-50.2,25,1005,other low
25.4,-50.1,25,1008,other low
25,-50.4,25,1010,other low
25.1,-50.9,25,1011,other low
25.5,-51.1,20,1012,other low
25.9,-51.1,20,1013,other low
26.1,-51.4,20,1014,other low
16.9,-84,25,1004,tropical depression
17.4,-83.9,30,1003,tropical depression
18.2,-83.9,35,1003,tropical storm
19,-84,35,1002,tropical storm
19.7,-84.1,35,1002,tropical storm
20.4,-84.2,40,1001,tropical storm
21.2,-84.4,45,1000,tropical storm
21.8,-84.5,45,1000,tropical storm
23,-84.7,50,1000,tropical storm
24.9,-85.1,55,995,tropical storm
26.5,-85.6,60,990,tropical storm
26.5,-85.6,60,989,tropical storm
27.7,-86.8,60,993,tropical storm
28.9,-87.2,55,990,tropical storm
30.1,-87.5,50,991,tropical storm
30.3,-87.5,50,991,tropical storm
31.4,-87.6,30,994,tropical depression
32.7,-87.7,25,998,tropical depression
35,-88,20,1003,tropical depression
37,-87.8,20,1005,tropical depression
38.5,-87.5,20,1006,tropical depression
40.5,-86,20,1006,tropical depression
42,-85,20,1005,other low
43,-84,20,1005,extratropical
43.7,-81.1,20,1003,extratropical
44.8,-77.6,20,1001,extratropical
19.7,-95.4,30,1006,tropical depression
19.9,-95.7,35,1002,tropical storm
20,-95.8,35,1005,tropical storm
20.4,-96.4,35,1005,tropical storm
20.8,-97.3,35,1005,tropical storm
21.4,-98.1,25,1007,tropical depression
22,-98.5,25,1008,tropical depression
18.3,-86.7,30,1009,tropical depression
18.6,-87.2,30,1007,tropical depression
19,-87.6,30,1007,tropical depression
19.3,-87.9,30,1007,tropical depression
20.9,-88.5,25,1011,tropical depression
22.3,-89,30,1010,tropical depression
23.9,-89.7,30,1009,tropical depression
25.1,-90.2,35,1009,tropical storm
26.4,-90.4,45,1002,tropical storm
27.6,-90.5,60,997,tropical storm
28.5,-90.3,65,992,hurricane
29.2,-90.1,65,991,hurricane
29.6,-90,50,994,tropical storm
30.2,-89.5,45,995,tropical storm
30.8,-88.9,40,998,tropical storm
31.6,-88.1,30,1000,tropical depression
32.4,-87.2,25,1004,tropical depression
33.2,-86.2,20,1008,tropical depression
34.6,-84.1,20,1009,extratropical
35.6,-81.8,20,1010,extratropical
37.1,-80,20,1010,extratropical
37.8,-78.3,20,1010,extratropical
38.4,-76.7,25,1009,extratropical
39.1,-74.8,25,1009,extratropical
39.5,-72,25,1009,extratropical
40.8,-70.7,25,1009,extratropical
41.6,-69.8,30,1007,extratropical
43.5,-69.6,30,1006,extratropical
44.9,-69.8,30,1006,extratropical
45.5,-70,30,1006,extratropical
46.5,-67.6,25,1006,extratropical
48,-66.4,20,1006,extratropical
48.5,-64.5,20,1006,extratropical
48.5,-62.5,20,1006,extratropical
12,-60.8,25,1010,tropical depression
12.1,-61.6,30,1010,tropical depression
12.2,-62.5,30,1009,tropical depression
12.5,-64.2,30,1008,tropical depression
13,-65.9,35,1007,tropical storm
13.6,-67.3,40,1005,tropical storm
14.3,-68.5,45,1000,tropical storm
14.7,-69.7,50,995,tropical storm
15.1,-70.9,55,991,tropical storm
15.6,-71.9,60,989,tropical storm
16.2,-73,70,982,hurricane
16.7,-74.1,80,972,hurricane
17.6,-74.9,90,967,hurricane
18.5,-76.1,100,957,hurricane
19.4,-77.1,120,951,hurricane
19.9,-77.6,120,956,hurricane
20.3,-78.4,110,953,hurricane
20.9,-79.5,130,938,hurricane
22,-80.6,120,941,hurricane
22.1,-80.7,120,941,hurricane
22.7,-81.6,100,960,hurricane
23.4,-82.5,75,973,hurricane
24.3,-83.4,80,967,hurricane
25.2,-84.2,90,962,hurricane
26.1,-85,110,942,hurricane
27.2,-85.8,125,935,hurricane
28.5,-86.3,120,930,hurricane
29.9,-86.9,110,942,hurricane
30.4,-87.1,105,946,hurricane
31.5,-87.7,45,970,tropical storm
32.6,-88.5,30,991,tropical depression
33.9,-88.8,25,997,tropical depression
35.3,-89.1,20,1002,tropical depression
36.4,-89.2,20,1003,tropical depression
37.1,-89,15,1005,tropical depression
37.7,-88.7,15,1007,tropical depression
38.1,-88.3,15,1008,tropical depression
38.5,-87.8,15,1009,tropical depression
38.9,-87.2,15,1010,tropical depression
39.2,-86.5,15,1010,other low
39.2,-85.8,15,1010,other low
39.2,-85.7,10,1009,other low
39,-85.6,10,1009,other low
38.7,-85.6,10,1010,other low
38.4,-85.6,10,1010,other low
38.1,-85.8,10,1009,other low
37.9,-86.2,10,1010,other low
38.1,-86.4,10,1012,other low
38.4,-86.6,10,1012,other low
38.6,-86.8,10,1011,other low
39.4,-86.5,10,1013,other low
40.2,-86.2,10,1013,other low
40.8,-85.2,10,1014,other low
41.3,-84.1,10,1013,other low
42.2,-83.2,10,1013,other low
43.1,-82.3,10,1013,other low
43.9,-81.4,10,1012,other low
44.6,-80.5,10,1010,other low
45.8,-79.8,10,1009,other low
10.7,-42.4,25,1010,tropical depression
10.8,-43.4,30,1009,tropical depression
10.9,-44.4,30,1009,tropical depression
11,-45.4,30,1007,tropical depression
11,-46.8,35,1006,tropical storm
11,-48.5,40,1005,tropical storm
11,-50.2,45,1004,tropical storm
11,-52,45,1004,tropical storm
11,-53.7,45,1003,tropical storm
11.1,-55.4,45,1003,tropical storm
11.2,-57.2,50,1003,tropical storm
11.4,-58.9,55,1003,tropical storm
11.6,-60.2,70,999,hurricane
11.9,-61.5,75,991,hurricane
12,-61.8,75,989,hurricane
12.4,-63.2,85,980,hurricane
12.9,-64.9,100,971,hurricane
13.3,-66.7,110,959,hurricane
13.7,-68.4,115,952,hurricane
14.1,-70.1,115,964,hurricane
14.5,-71.8,95,969,hurricane
14.9,-73.4,110,958,hurricane
15.4,-75,120,953,hurricane
15.9,-76.5,130,944,hurricane
16.4,-78,135,937,hurricane
17.1,-79.5,140,929,hurricane
17.7,-81.2,135,940,hurricane
18.3,-82.8,130,946,hurricane
18.9,-84.3,125,948,hurricane
19.5,-85.8,120,951,hurricane
20.3,-87.3,115,955,hurricane
20.3,-87.4,115,955,hurricane
21.3,-88.9,65,975,hurricane
22,-90.3,65,984,hurricane
22.6,-91.5,75,981,hurricane
23.2,-92.8,80,980,hurricane
23.7,-94,80,977,hurricane
24.1,-95.1,85,959,hurricane
24.4,-96.1,110,948,hurricane
24.6,-96.9,110,944,hurricane
24.8,-97.6,110,944,hurricane
25,-98.7,70,975,tropical storm
25,-99.7,45,995,tropical storm
25,-100.5,30,1000,tropical depression
25,-101.1,25,1007,tropical depression
25,-75,30,1010,tropical depression
25.7,-75.9,40,1009,tropical storm
26.2,-76.4,40,1008,tropical storm
26.6,-76.8,45,1007,tropical storm
27.4,-76.7,45,1006,tropical storm
28.1,-76.6,45,1003,tropical storm
28.7,-76.1,50,1001,tropical storm
29.2,-75.4,60,1001,tropical storm
29.7,-74.7,60,1001,tropical storm
30.1,-73.5,55,1001,tropical storm
30.3,-72.6,55,1001,tropical storm
30.7,-71.9,45,1001,tropical storm
31.1,-71.2,45,1000,tropical storm
31.1,-71.2,40,1000,tropical storm
31,-70.5,40,1000,tropical storm
30.9,-69.8,40,999,tropical storm
30.9,-69.6,40,999,tropical storm
30.9,-68.6,35,1000,tropical storm
31.2,-68.2,35,1001,tropical storm
31.7,-68.1,35,1002,tropical storm
32.2,-68.3,35,1001,tropical storm
32.4,-68.5,40,1000,tropical storm
32.8,-68.8,40,1000,tropical storm
33.2,-69.1,45,999,tropical storm
33.6,-69.3,45,999,tropical storm
34.2,-69.4,50,997,tropical storm
35,-69.3,50,997,tropical storm
36,-69.1,45,999,tropical storm
37.1,-68,50,997,tropical storm
38.4,-66.6,50,997,tropical storm
39.6,-64.8,50,997,tropical storm
40.8,-62.8,50,997,tropical storm
42.2,-60.2,50,999,tropical storm
43.5,-57.5,50,1001,extratropical
44.7,-54.6,45,1003,extratropical
45.8,-51.7,40,1005,extratropical
46.4,-48.8,40,1006,extratropical
47.5,-46,40,1006,extratropical
19.3,-92.9,25,1011,tropical depression
19.8,-93.8,30,1009,tropical depression
20.8,-95,35,1009,tropical storm
21,-95.8,35,1008,tropical storm
21.4,-96.6,35,1007,tropical storm
21.8,-97.6,40,1005,tropical storm
22.3,-98.6,30,1006,tropical depression
22.5,-100,25,1006,tropical depression
22.5,-101.4,20,1007,other low
28.2,-68.8,30,1006,tropical depression
28.9,-68.7,30,1005,tropical depression
29.5,-68.6,40,1003,tropical storm
30.3,-68.3,45,1001,tropical storm
30.9,-67.7,50,999,tropical storm
31.3,-66.4,50,997,tropical storm
31.6,-65,50,995,tropical storm
31.9,-63.6,50,995,tropical storm
32,-62.1,55,994,tropical storm
32.1,-60.5,55,994,tropical storm
32.4,-59.4,55,994,tropical storm
32.5,-58.5,50,995,tropical storm
32.5,-57.7,45,997,tropical storm
32.6,-57.1,45,997,tropical storm
33,-56.8,50,995,tropical storm
33.5,-56.7,50,995,tropical storm
33.5,-56.7,50,995,tropical storm
34.1,-55.5,50,995,tropical storm
35.1,-54.9,50,995,tropical storm
36,-54,45,998,tropical storm
36.8,-52.9,45,998,tropical storm
37.6,-51.9,45,998,tropical storm
38.6,-50.7,45,998,tropical storm
39.6,-48.6,45,998,tropical storm
40.4,-46.9,45,998,tropical storm
41.2,-45,45,997,extratropical
41.8,-43,50,995,extratropical
42.3,-41.1,50,995,extratropical
43,-39,50,994,extratropical
44,-37.1,50,994,extratropical
44.5,-35.2,50,994,extratropical
44.5,-34.1,50,994,extratropical
44.4,-33.1,50,994,extratropical
44.2,-32.2,45,997,extratropical
43.9,-31.5,40,1000,extratropical
43.5,-31,35,1003,extratropical
43.3,-30.7,30,1005,extratropical
43,-30.5,30,1007,extratropical
42.5,-30.8,30,1008,extratropical
42,-31.4,30,1009,extratropical
41.3,-31.5,25,1010,other low
40.7,-31.5,25,1010,other low
40.5,-31.5,25,1011,other low
40.5,-31.5,25,1011,other low
41.2,-32,25,1012,other low
42,-32.5,25,1015,other low
12.9,-33.5,25,1009,tropical depression
13.6,-34.5,25,1009,tropical depression
14.6,-35.5,25,1009,tropical depression
15.6,-36.8,30,1008,tropical depression
16.6,-38.4,30,1008,tropical depression
17.2,-39.8,30,1008,tropical depression
17.7,-40.5,30,1008,tropical depression
18.2,-41.6,30,1008,tropical depression
18.8,-42.8,30,1008,tropical depression
19.3,-43.5,30,1008,tropical depression
19.7,-44.2,30,1007,tropical depression
20.2,-45,35,1005,tropical storm
20.8,-46,35,1005,tropical storm
21.3,-47.2,35,1005,tropical storm
21.8,-48.3,35,1006,tropical storm
22.2,-49.9,30,1009,tropical depression
22.4,-50.9,30,1009,tropical depression
22.5,-52,30,1009,tropical depression
22.4,-52.9,30,1009,tropical depression
22.4,-53.7,30,1009,tropical depression
22.4,-54.8,30,1009,tropical depression
22.4,-55.7,30,1009,tropical depression
22.3,-56.5,30,1009,tropical depression
22.4,-57.2,30,1009,tropical depression
22.8,-58.1,30,1008,tropical depression
23.3,-59.3,35,1005,tropical storm
23.9,-60.4,40,1003,tropical storm
24.7,-61.7,45,1001,tropical storm
25.4,-62.9,45,1001,tropical storm
26.3,-63.8,45,1001,tropical storm
27.2,-65.1,55,998,tropical storm
27.9,-66.3,55,996,tropical storm
28.4,-67.1,55,995,tropical storm
28.9,-67.7,60,993,tropical storm
29.6,-68.2,60,996,tropical storm
30,-69,60,997,tropical storm
30.8,-69.4,60,1000,tropical storm
31.6,-69.9,60,997,tropical storm
32.1,-70.2,55,999,tropical storm
33.1,-70.1,55,999,tropical storm
34,-70,60,994,tropical storm
34.9,-69.5,70,989,hurricane
35.7,-68.7,75,985,hurricane
36.3,-67.7,75,985,hurricane
36.5,-66.5,80,980,hurricane
36.6,-65.1,80,980,hurricane
36.6,-64,80,978,hurricane
36.6,-63,85,975,hurricane
36.5,-62,90,970,hurricane
36.5,-61.3,80,978,hurricane
36.5,-60.6,75,983,hurricane
36.9,-59.1,65,987,hurricane
37.6,-57.3,65,987,hurricane
38.6,-55,60,990,tropical storm
40.3,-52.3,60,990,tropical storm
43.3,-48.9,50,992,tropical storm
13.3,-43.6,25,1009,tropical depression
13.8,-44.7,30,1008,tropical depression
13.8,-45.7,30,1008,tropical depression
13.4,-46,25,1009,tropical depression
13.5,-46.4,25,1009,tropical depression
13.9,-46.7,25,1010,other low
14.4,-47.4,25,1010,other low
14.5,-48.4,25,1010,other low
14.6,-49.3,25,1010,other low
14.8,-49.9,25,1010,other low
15.1,-50.4,25,1010,other low
15.5,-51.1,25,1010,other low
16,-52,25,1010,other low
16.1,-53.2,25,1010,other low
16.1,-54.1,25,1010,other low
16.1,-54.9,25,1010,other low
16.7,-55.6,25,1010,other low
17.1,-56.6,25,1010,other low
17.3,-57.7,25,1010,other low
17.6,-58.9,25,1012,other low
18,-60.1,25,1014,other low
19.4,-94.5,30,1006,tropical depression
19.6,-95,35,1004,tropical storm
19.7,-95.7,45,1001,tropical storm
19.7,-96.4,50,998,tropical storm
19.7,-96.7,35,1002,tropical storm
19.7,-97.7,25,1005,tropical depression
23.1,-75.1,30,1008,tropical depression
23.4,-75.7,30,1007,tropical depression
23.8,-76.2,30,1007,tropical depression
24.5,-76.5,35,1006,tropical storm
25.4,-76.9,40,1003,tropical storm
26,-77.7,45,1000,tropical storm
26.1,-78.4,50,997,tropical storm
26.2,-79,55,994,tropical storm
26.2,-79.6,60,988,tropical storm
26,-80.1,70,984,hurricane
25.9,-80.3,70,983,hurricane
25.4,-81.3,65,987,hurricane
25.1,-82,75,979,hurricane
24.9,-82.6,85,968,hurricane
24.6,-83.3,90,959,hurricane
24.4,-84,95,950,hurricane
24.4,-84.7,100,942,hurricane
24.5,-85.3,100,948,hurricane
24.8,-85.9,100,941,hurricane
25.2,-86.7,125,930,hurricane
25.7,-87.7,145,909,hurricane
26.3,-88.6,150,902,hurricane
27.2,-89.2,140,905,hurricane
28.2,-89.6,125,913,hurricane
29.3,-89.6,110,920,hurricane
29.5,-89.6,110,923,hurricane
30.2,-89.6,105,928,hurricane
31.1,-89.6,80,948,hurricane
32.6,-89.1,50,961,tropical storm
34.1,-88.6,40,978,tropical storm
35.6,-88,30,985,tropical depression
37,-87,30,990,tropical depression
38.6,-85.3,30,994,extratropical
40.1,-82.9,25,996,extratropical
14,-45.1,25,1009,tropical depression
14.9,-46.4,25,1007,tropical depression
15.7,-47.6,25,1007,tropical depression
17,-48.9,25,1007,tropical depression
17.7,-50.6,25,1008,tropical depression
18.5,-52.5,20,1009,other low
20.5,-53.2,20,1010,other low
22.1,-53.6,20,1010,other low
24.2,-54.2,20,1010,other low
25.5,-53.6,25,1010,other low
26.9,-52.7,25,1010,other low
28,-51.6,30,1007,tropical depression
29,-50.4,35,1006,tropical storm
30.1,-50.1,35,1007,tropical storm
31.1,-50.3,30,1009,tropical depression
31.9,-51.2,30,1010,tropical depression
31.9,-51.4,30,1010,tropical depression
32.3,-51.5,30,1010,tropical depression
32.4,-52,25,1010,tropical depression
32.6,-52.3,25,1010,other low
33.2,-52.3,25,1010,other low
33.9,-52.7,25,1010,other low
34.7,-53.2,25,1010,other low
35.5,-53.9,25,1010,other low
36.6,-54.2,25,1010,other low
37.4,-53.9,25,1010,other low
18.8,-45.5,30,1008,tropical depression
19.3,-46.2,30,1008,tropical depression
19.9,-47.2,30,1008,tropical depression
20.5,-48.3,30,1008,tropical depression
21.1,-49.4,35,1006,tropical storm
21.5,-50.2,40,1003,tropical storm
22,-51,45,1001,tropical storm
23,-52,45,1000,tropical storm
24.4,-53.1,50,997,tropical storm
25.5,-54,55,994,tropical storm
26.5,-54.6,60,990,tropical storm
27.5,-55.1,65,987,hurricane
28.6,-55.5,65,987,hurricane
29.6,-56,75,980,hurricane
30.2,-56.5,75,980,hurricane
30.9,-56.8,80,977,hurricane
31.5,-56.8,85,975,hurricane
32.1,-56.7,90,970,hurricane
32.6,-56.6,100,962,hurricane
33,-56.5,90,970,hurricane
33.5,-56,80,975,hurricane
33.9,-55.4,75,980,hurricane
34.4,-54.6,65,987,hurricane
34.8,-53.3,70,983,hurricane
35.6,-51.8,75,980,hurricane
36.5,-50.8,75,980,hurricane
37.2,-49.9,70,982,hurricane
37.9,-49,65,985,hurricane
38.7,-48,65,985,hurricane
39.1,-47.2,65,985,hurricane
39.4,-46.4,60,987,tropical storm
39.8,-44.9,55,987,tropical storm
40.4,-43.4,55,988,tropical storm
41.1,-42.1,50,988,tropical storm
41.9,-40.6,50,988,tropical storm
42.9,-39.2,50,988,tropical storm
44.5,-37.7,50,980,extratropical
46,-36.3,55,975,extratropical
48,-35,60,975,extratropical
50,-34,60,974,extratropical
52,-32.9,65,971,extratropical
54,-32,65,968,extratropical
55.5,-31,65,962,extratropical
57,-29,65,967,extratropical
58.5,-26,65,970,extratropical
61,-23,60,972,extratropical
62,-21,55,974,extratropical
62.9,-19,50,976,extratropical
63.5,-16,45,980,extratropical
63,-10,45,983,extratropical
63,0,45,984,extratropical
28.4,-67,30,1008,tropical depression
28.4,-66.6,35,1005,tropical storm
28.5,-66.5,40,1002,tropical storm
28.5,-66.5,50,1000,tropical storm
28.6,-66.4,50,997,tropical storm
28.7,-66.3,55,994,tropical storm
28.7,-66.3,60,990,tropical storm
28.9,-66.2,65,987,hurricane
29.3,-66,70,985,hurricane
29.6,-65.7,75,984,hurricane
30,-65,75,982,hurricane
30.5,-63.8,75,982,hurricane
31.4,-62.7,75,982,hurricane
32.6,-61.1,80,979,hurricane
33.4,-59.1,70,985,hurricane
34,-55.8,65,986,hurricane
34.5,-53.4,55,991,tropical storm
34.7,-50.8,55,997,tropical storm
34.6,-49,45,997,tropical storm
34.5,-45.9,45,997,tropical storm
34.9,-44.1,45,997,extratropical
35.2,-42.1,40,999,extratropical
36,-40.6,40,1000,extratropical
37.4,-38.3,40,1001,extratropical
39.2,-35.6,40,1001,extratropical
41.6,-33.3,40,1002,extratropical
43.5,-32,35,1002,extratropical
44,-28.1,35,1003,extratropical
46,-25,35,1003,extratropical
25.8,-78.6,25,1009,tropical depression
26.3,-78.3,25,1010,tropical depression
26.6,-78.3,25,1010,tropical depression
26.8,-78.3,25,1010,tropical depression
27.4,-78.5,30,1006,tropical depression
27.9,-78.8,35,1003,tropical storm
28.7,-79.2,40,1000,tropical storm
28.8,-79.3,45,997,tropical storm
28.8,-79.3,45,994,tropical storm
28.7,-79.6,50,994,tropical storm
28.6,-79.6,55,988,tropical storm
28.6,-79.5,60,988,tropical storm
28.6,-79.3,65,990,hurricane
28.9,-79.3,55,990,tropical storm
29.3,-79.1,55,983,tropical storm
29.8,-78.5,65,983,hurricane
30.2,-77.5,60,983,tropical storm
30.9,-76.9,60,984,tropical storm
31.5,-76.6,65,976,hurricane
31.7,-76.2,70,977,hurricane
31.8,-75.9,70,977,hurricane
31.7,-75.9,75,978,hurricane
31.6,-75.7,70,978,hurricane
31.4,-75.9,65,978,hurricane
31.2,-76.2,60,980,tropical storm
31.2,-76.6,60,985,tropical storm
31.5,-76.9,55,988,tropical storm
31.7,-77.3,60,989,tropical storm
31.8,-77.7,60,989,tropical storm
31.9,-77.9,60,990,tropical storm
32.1,-78,60,989,tropical storm
32.3,-78.1,60,988,tropical storm
32.6,-78.1,65,985,hurricane
32.9,-78,70,980,hurricane
33.4,-77.7,75,980,hurricane
33.9,-77.5,75,979,hurricane
34.2,-76.9,75,979,hurricane
34.5,-76.3,70,982,hurricane
34.7,-75.8,65,984,hurricane
34.7,-75.6,65,986,hurricane
34.6,-75.1,60,987,tropical storm
34.7,-74.8,55,993,tropical storm
35.4,-74.4,50,995,tropical storm
36.4,-73.6,55,993,tropical storm
37.3,-72.7,55,995,tropical storm
38.7,-71.4,50,1000,tropical storm
40,-69.7,50,997,tropical storm
41.6,-67.3,50,995,tropical storm
43.2,-64.9,45,996,extratropical
44.8,-62.6,45,1000,extratropical
46.2,-59.9,45,1000,extratropical
47.4,-56.2,45,999,extratropical
48.4,-52.3,45,1000,extratropical
49,-48.8,45,1001,extratropical
49.5,-45.7,45,1000,extratropical
50,-42.1,45,999,extratropical
50.9,-38.5,45,998,extratropical
51.5,-34.7,40,1000,extratropical
52.2,-30.5,40,1003,extratropical
52.8,-26.5,40,1001,extratropical
53.8,-22,40,998,extratropical
55.3,-17.7,35,998,extratropical
57.6,-14.6,35,998,extratropical
59.8,-11.9,35,996,extratropical
61.7,-8.4,35,993,extratropical
63.6,-4.5,35,993,extratropical
65.6,-1,35,994,extratropical
67.5,1.9,30,995,extratropical
68.8,6.6,30,997,extratropical
13.3,-54.5,30,1008,tropical depression
13.5,-54.9,35,1007,tropical storm
13.9,-55.1,40,1003,tropical storm
14.4,-55.3,45,1000,tropical storm
14.9,-55.5,50,996,tropical storm
15.6,-55.7,55,993,tropical storm
16.2,-55.8,65,987,hurricane
16.7,-55.9,65,987,hurricane
17.2,-56.2,65,987,hurricane
17.5,-56.4,65,987,hurricane
17.7,-56.6,70,985,hurricane
17.9,-56.8,65,987,hurricane
18.1,-57,60,990,tropical storm
18.5,-57.2,55,992,tropical storm
18.9,-57.2,55,994,tropical storm
19.4,-57.1,50,997,tropical storm
19.9,-57,45,1000,tropical storm
20.8,-56.9,40,1001,tropical storm
22.4,-56.7,35,1002,tropical storm
23.8,-56.8,35,1003,tropical storm
25.2,-57.2,35,1003,tropical storm
26.7,-57.6,35,1003,tropical storm
28.3,-58.2,35,1003,tropical storm
30.2,-60.1,35,1003,tropical storm
30.5,-62.2,30,1003,tropical depression
30.2,-63.7,30,1003,other low
29.2,-63.8,30,1003,other low
28.6,-62.8,25,1004,other low
21.3,-69.9,25,1009,tropical depression
21.6,-70.7,25,1009,tropical depression
21.9,-71.5,30,1007,tropical depression
22.2,-72.3,35,1005,tropical storm
22.4,-73,45,1002,tropical storm
22.6,-73.8,50,999,tropical storm
22.8,-74.7,55,997,tropical storm
23.1,-75.9,60,994,tropical storm
23.3,-77.2,60,992,tropical storm
23.5,-78.8,60,990,tropical storm
23.7,-80.3,70,985,hurricane
23.9,-81.6,85,975,hurricane
24.1,-82.7,95,967,hurricane
24.2,-84,110,955,hurricane
24.2,-85.2,120,941,hurricane
24.3,-86.2,145,920,hurricane
24.5,-86.9,150,897,hurricane
24.7,-87.3,155,895,hurricane
24.8,-87.6,155,897,hurricane
25.2,-88.3,140,908,hurricane
25.6,-89.1,125,913,hurricane
26,-89.9,120,915,hurricane
26.5,-90.7,115,924,hurricane
27.1,-91.5,115,927,hurricane
27.8,-92.3,110,930,hurricane
28.6,-93,105,931,hurricane
29.4,-93.6,100,935,hurricane
29.7,-93.7,100,937,hurricane
30.5,-94.1,65,949,hurricane
31.6,-94.1,45,974,tropical storm
32.7,-94,35,982,tropical storm
33.7,-93.6,30,989,tropical depression
34.7,-92.5,25,995,tropical depression
35.8,-91.4,25,1000,tropical depression
37,-90.1,20,1003,tropical depression
39.5,-88,20,1006,other low
11.8,-32.7,25,1009,tropical depression
12.2,-33,30,1007,tropical depression
12.7,-33.3,30,1006,tropical depression
13.3,-33.5,30,1008,tropical depression
13.8,-33.7,30,1008,tropical depression
14.4,-33.9,30,1008,tropical depression
15,-33.8,30,1008,tropical depression
15.7,-34.3,25,1008,tropical depression
16.6,-35.3,25,1009,tropical depression
18.9,-85.6,25,1007,tropical depression
19.1,-86.2,30,1005,tropical depression
19.3,-86.7,30,1004,tropical depression
19.5,-87.2,40,1003,tropical storm
19.6,-87.5,35,1003,tropical storm
19.8,-87.9,35,1003,tropical storm
20.3,-88.8,35,1004,tropical storm
20.5,-89.8,30,1003,tropical depression
20.5,-91,35,1003,tropical storm
20.3,-91.7,40,1000,tropical storm
20.1,-92.2,50,997,tropical storm
19.8,-93.2,55,990,tropical storm
19.2,-94.1,65,987,hurricane
18.6,-94.9,70,977,hurricane
17.9,-95.6,45,988,tropical storm
17.2,-96.4,30,1000,tropical depression
16.9,-97,25,1004,tropical depression
27.3,-79.7,35,1006,tropical storm
28.3,-80.2,40,1004,tropical storm
29.5,-80.9,45,1001,tropical storm
30.4,-81.4,45,1002,tropical storm
30.5,-81.6,45,1002,tropical storm
31.3,-82.8,35,1005,tropical storm
31.8,-84.6,25,1005,tropical depression
31.2,-85.8,15,1006,tropical depression
30.3,-85.6,10,1005,other low
32.9,-20.6,40,1001,subtropical storm
33,-20.3,45,1000,subtropical storm
33.1,-20.1,45,1000,subtropical storm
33.2,-20,45,999,subtropical storm
33.4,-19.6,50,998,subtropical storm
33.8,-19.3,55,995,tropical storm
34.1,-18.9,65,988,hurricane
34.3,-18.3,60,990,tropical storm
34.5,-17.2,50,992,tropical storm
34.7,-15.3,45,995,tropical storm
35.4,-12.8,35,998,tropical storm
36.1,-10.5,30,1000,tropical depression
36.7,-8.3,30,1002,tropical depression
37.2,-7.1,30,1002,tropical depression
37.7,-6,30,1003,tropical depression
17.6,-78.5,25,1004,tropical depression
17.6,-78.8,25,1004,tropical depression
17.5,-79,30,1003,tropical depression
17.5,-79.2,30,1003,tropical depression
17.5,-79.4,30,1002,tropical depression
17.4,-79.6,30,1001,tropical depression
16.9,-79.6,35,1000,tropical storm
16.3,-79.7,40,999,tropical storm
16,-79.8,45,997,tropical storm
15.8,-79.9,55,988,tropical storm
15.7,-79.9,60,982,tropical storm
16.2,-80.3,65,979,hurricane
16.6,-81.1,75,975,hurricane
16.6,-81.8,130,946,hurricane
17,-82.2,150,892,hurricane
17.3,-82.8,160,882,hurricane
17.4,-83.4,140,892,hurricane
17.9,-84,135,892,hurricane
18.1,-84.7,130,901,hurricane
18.3,-85.2,130,910,hurricane
18.6,-85.5,130,917,hurricane
19.1,-85.8,130,924,hurricane
19.5,-86.1,130,930,hurricane
20.1,-86.4,125,929,hurricane
20.3,-86.7,120,926,hurricane
20.6,-86.8,130,927,hurricane
20.6,-86.8,120,930,hurricane
20.8,-86.9,115,933,hurricane
20.8,-87,110,935,hurricane
21,-87.1,100,947,hurricane
